Time,Age,Gender,Sentiment,Language,Location,Retweets,Likes,Comments,Keywords
2023-03-31 18:40:15.363072615,38,Female,Positive,English,Australia,44,26,15,"trial, flu"
2023-03-31 19:23:27.881576316,18,Non-binary,Positive,German,Canada,15,17,13,"efficacy, conspiracy, measles, trust"
2023-03-31 20:06:40.400080016,51,Male,Positive,English,Australia,25,12,7,"flu, hoax, COVID, data"
2023-03-31 20:49:52.918583717,18,Male,Negative,English,UK,8,27,23,"polio, WHO"
2023-03-31 21:33:05.437087418,27,Non-binary,Positive,English,Germany,13,13,14,"safe, public health, WHO, Pfizer"
2023-03-31 22:16:17.955591118,39,Male,Positive,English,USA,9,16,33,"Moderna, community, Pfizer, conspiracy"
2023-03-31 22:59:30.474094819,27,Male,Positive,English,USA,9,10,25,"measles, efficacy"
2023-03-31 23:42:42.992598520,32,Non-binary,Negative,English,USA,21,12,36,"flu, measles"
2023-04-01 00:25:55.511102221,38,Female,Negative,English,UK,26,31,12,"microchip, mRNA, WHO, data"
2023-04-01 01:09:08.029605921,16,Non-binary,Negative,English,Germany,15,33,22,"side effects, trust, efficacy"
2023-04-01 01:52:20.548109622,62,Non-binary,Positive,English,UK,9,34,22,"flu, Moderna, safe, microchip"
2023-04-01 02:35:33.066613323,47,Non-binary,Negative,French,USA,10,34,15,"efficacy, conspiracy, microchip, flu"
2023-04-01 03:18:45.585117024,33,Non-binary,Positive,English,UK,24,16,37,"Moderna, health, mRNA, WHO"
2023-04-01 04:01:58.103620724,23,Female,Negative,German,UK,21,28,29,"data, science, immunity, trial"
2023-04-01 04:45:10.622124425,42,Female,Negative,Spanish,Germany,24,34,55,"microchip, booster"
2023-04-01 05:28:23.140628126,49,Male,Positive,Spanish,UK,43,12,28,"booster, trial, community"
2023-04-01 06:11:35.659131827,53,Male,Negative,Spanish,Canada,26,22,51,"safe, immunity, WHO"
2023-04-01 06:54:48.177635527,24,Non-binary,Positive,English,Australia,24,18,50,"vaccine, polio, health"
2023-04-01 07:38:00.696139228,15,Male,Positive,Spanish,Australia,65,7,15,"microchip, booster, immunity"
2023-04-01 08:21:13.214642929,56,Female,Positive,English,Canada,17,23,9,"microchip, trust, conspiracy"
2023-04-01 09:04:25.733146630,35,Male,Positive,German,USA,66,14,46,"science, flu, vaccine"
2023-04-01 09:47:38.251650330,23,Male,Positive,French,India,40,33,28,"trust, measles, data, flu"
2023-04-01 10:30:50.770154031,61,Male,Negative,English,Australia,17,13,26,"science, immunity, WHO, microchip"
2023-04-01 11:14:03.288657732,29,Non-binary,Positive,French,Australia,30,23,16,"health, measles, community, booster"
2023-04-01 11:57:15.807161433,49,Male,Negative,English,Germany,18,21,24,"trial, COVID, safe, public health"
2023-04-01 12:40:28.325665133,19,Female,Positive,English,India,9,8,33,"booster, science, mRNA"
2023-04-01 13:23:40.844168834,55,Female,Positive,English,India,20,17,27,"flu, hoax, conspiracy"
2023-04-01 14:06:53.362672535,36,Female,Negative,French,Germany,9,24,14,"science, COVID, measles, mRNA"
2023-04-01 14:50:05.881176236,55,Female,Positive,French,USA,22,33,43,"trial, immunity, polio"
2023-04-01 15:33:18.399679936,37,Male,Positive,French,UK,29,20,21,"vaccine, mRNA"
2023-04-01 16:16:30.918183637,21,Non-binary,Negative,English,UK,18,31,28,"polio, flu, community, efficacy"
2023-04-01 16:59:43.436687338,37,Female,Positive,English,USA,22,26,30,"conspiracy, mRNA, side effects, vaccine"
2023-04-01 17:42:55.955191038,58,Female,Positive,Spanish,India,22,26,58,"community, flu"
2023-04-01 18:26:08.473694739,39,Non-binary,Positive,English,Australia,30,27,24,"mRNA, vaccine, booster"
2023-04-01 19:09:20.992198440,41,Non-binary,Negative,Spanish,Australia,21,17,19,"COVID, safe, immunity, efficacy"
2023-04-01 19:52:33.510702141,55,Female,Negative,English,Germany,17,12,52,"booster, hospital, trial, measles"
2023-04-01 20:35:46.029205841,20,Female,Negative,English,USA,29,44,34,"side effects, science, measles"
2023-04-01 21:18:58.547709542,69,Non-binary,Negative,English,Australia,21,29,23,"Pfizer, science, conspiracy, efficacy"
2023-04-01 22:02:11.066213243,48,Female,Positive,Spanish,UK,6,19,22,"trust, safe, vaccine, flu"
2023-04-01 22:45:23.584716944,23,Female,Positive,English,USA,16,27,7,"COVID, booster, microchip"
2023-04-01 23:28:36.103220644,63,Male,Negative,English,USA,15,24,19,"trust, public health"
2023-04-02 00:11:48.621724345,47,Non-binary,Positive,English,India,21,13,9,"science, flu, safe"
2023-04-02 00:55:01.140228046,65,Male,Positive,English,UK,20,16,5,"science, Pfizer, public health, trial"
2023-04-02 01:38:13.658731747,20,Male,Positive,English,India,7,38,14,"booster, data, immunity"
2023-04-02 02:21:26.177235447,51,Non-binary,Positive,English,UK,9,20,10,"hospital, hoax, community"
2023-04-02 03:04:38.695739148,45,Male,Negative,Spanish,USA,12,24,16,"measles, COVID"
2023-04-02 03:47:51.214242849,48,Female,Positive,English,USA,20,37,23,"hoax, vaccine, efficacy"
2023-04-02 04:31:03.732746550,55,Male,Positive,French,USA,34,20,25,"conspiracy, science"
2023-04-02 05:14:16.251250250,43,Non-binary,Positive,Spanish,Germany,9,12,19,"microchip, booster, trial"
2023-04-02 05:57:28.769753951,28,Female,Negative,English,USA,14,21,10,"immunity, COVID, hoax, trust"
2023-04-02 06:40:41.288257652,50,Female,Positive,English,Germany,19,15,18,"immunity, microchip"
2023-04-02 07:23:53.806761353,50,Female,Positive,German,Germany,12,10,11,"health, WHO, measles, polio"
2023-04-02 08:07:06.325265053,67,Female,Negative,English,Germany,20,30,40,"public health, health, mRNA"
2023-04-02 08:50:18.843768754,29,Male,Negative,English,UK,27,17,18,"data, efficacy, trust"
2023-04-02 09:33:31.362272455,22,Male,Positive,English,Germany,13,4,11,"microchip, Pfizer"
2023-04-02 10:16:43.880776155,40,Female,Positive,Spanish,USA,23,22,11,"safe, Pfizer, polio"
2023-04-02 10:59:56.399279856,50,Non-binary,Positive,English,USA,18,22,20,"COVID, side effects, mRNA, data"
2023-04-02 11:43:08.917783557,62,Female,Positive,Chinese,USA,11,53,20,"trust, data, Pfizer"
2023-04-02 12:26:21.436287258,35,Male,Positive,German,Germany,18,20,18,"conspiracy, trial, Pfizer, public health"
2023-04-02 13:09:33.954790958,42,Female,Positive,English,USA,25,34,33,"community, polio"
2023-04-02 13:52:46.473294659,18,Male,Positive,English,UK,40,27,12,"vaccine, hoax"
2023-04-02 14:35:58.991798360,30,Female,Positive,English,USA,45,14,33,"booster, efficacy, WHO, side effects"
2023-04-02 15:19:11.510302061,36,Non-binary,Negative,English,USA,15,23,19,"hoax, community"
2023-04-02 16:02:24.028805761,26,Female,Negative,English,USA,14,18,30,"science, data, WHO, trust"
2023-04-02 16:45:36.547309462,30,Non-binary,Negative,English,India,20,14,14,"data, COVID, flu"
2023-04-02 17:28:49.065813163,65,Non-binary,Positive,English,UK,15,15,29,"Pfizer, Moderna, mRNA"
2023-04-02 18:12:01.584316864,54,Female,Positive,English,Germany,36,14,13,"mRNA, health"
2023-04-02 18:55:14.102820564,52,Non-binary,Negative,English,Canada,21,19,45,"microchip, science, Moderna, health"
2023-04-02 19:38:26.621324265,56,Non-binary,Positive,Chinese,Germany,20,20,19,"conspiracy, Pfizer"
2023-04-02 20:21:39.139827966,51,Male,Positive,English,UK,27,15,16,"community, health, COVID, safe"
2023-04-02 21:04:51.658331667,43,Male,Negative,Chinese,Canada,21,18,11,"immunity, health, microchip"
2023-04-02 21:48:04.176835367,32,Non-binary,Negative,English,UK,23,7,21,"hospital, safe, trial"
2023-04-02 22:31:16.695339068,24,Female,Negative,English,UK,22,12,18,"trust, measles, COVID"
2023-04-02 23:14:29.213842769,56,Non-binary,Positive,English,India,18,17,10,"WHO, community, safe"
2023-04-02 23:57:41.732346470,53,Female,Positive,English,Canada,12,46,13,"health, efficacy"
2023-04-03 00:40:54.250850170,32,Male,Negative,English,India,48,27,7,"hospital, side effects, science"
2023-04-03 01:24:06.769353871,15,Female,Positive,German,Australia,12,12,11,"mRNA, efficacy"
2023-04-03 02:07:19.287857572,53,Non-binary,Negative,Chinese,USA,45,45,18,"Pfizer, Moderna"
2023-04-03 02:50:31.806361273,35,Non-binary,Negative,English,Canada,23,20,23,"Moderna, data, mRNA, vaccine"
2023-04-03 03:33:44.324864973,15,Non-binary,Negative,English,USA,14,11,17,"Moderna, public health, data"
2023-04-03 04:16:56.843368674,29,Non-binary,Positive,English,UK,26,19,25,"WHO, microchip"
2023-04-03 05:00:09.361872375,18,Non-binary,Positive,English,Canada,29,32,12,"data, community"
2023-04-03 05:43:21.880376075,34,Female,Negative,English,Germany,47,11,25,"community, trust, Pfizer, mRNA"
2023-04-03 06:26:34.398879776,24,Non-binary,Negative,English,USA,10,11,19,"flu, science"
2023-04-03 07:09:46.917383477,37,Male,Negative,English,USA,18,49,18,"data, microchip, conspiracy, trust"
2023-04-03 07:52:59.435887178,55,Non-binary,Positive,English,USA,39,23,20,"science, efficacy"
2023-04-03 08:36:11.954390878,48,Female,Positive,English,USA,29,15,14,"WHO, COVID"
2023-04-03 09:19:24.472894579,60,Non-binary,Negative,English,India,25,19,9,"efficacy, measles, microchip, health"
2023-04-03 10:02:36.991398280,62,Non-binary,Negative,English,India,42,23,11,"public health, community"
2023-04-03 10:45:49.509901981,47,Female,Negative,Chinese,Australia,18,18,9,"health, trial"
2023-04-03 11:29:02.028405681,48,Non-binary,Positive,English,India,6,39,17,"conspiracy, COVID, safe"
2023-04-03 12:12:14.546909382,53,Female,Negative,German,USA,16,21,28,"conspiracy, booster, efficacy, public health"
2023-04-03 12:55:27.065413083,24,Non-binary,Negative,French,USA,54,27,42,"measles, side effects"
2023-04-03 13:38:39.583916784,68,Male,Negative,Chinese,USA,23,20,15,"measles, safe, science, Pfizer"
2023-04-03 14:21:52.102420484,34,Non-binary,Positive,French,India,13,19,18,"efficacy, trust"
2023-04-03 15:05:04.620924185,15,Female,Positive,Spanish,Australia,39,31,51,"trial, health, Pfizer, flu"
2023-04-03 15:48:17.139427886,27,Male,Negative,German,Canada,30,31,16,"efficacy, polio, side effects"
2023-04-03 16:31:29.657931587,15,Female,Positive,English,USA,21,8,14,"polio, conspiracy, vaccine"
2023-04-03 17:14:42.176435287,19,Non-binary,Positive,English,USA,26,19,18,"conspiracy, immunity, health"
2023-04-03 17:57:54.694938988,30,Male,Negative,Chinese,Germany,12,55,16,"measles, community, conspiracy"
2023-04-03 18:41:07.213442689,29,Female,Positive,French,USA,16,16,14,"hoax, health"
2023-04-03 19:24:19.731946390,63,Male,Negative,Chinese,Australia,19,25,9,"data, mRNA"
2023-04-03 20:07:32.250450090,42,Male,Positive,French,USA,34,37,44,"hospital, data, trust"
2023-04-03 20:50:44.768953791,45,Female,Negative,German,USA,15,11,26,"safe, science, conspiracy"
2023-04-03 21:33:57.287457492,37,Male,Negative,Spanish,Australia,19,16,45,"Pfizer, measles, hospital, community"
2023-04-03 22:17:09.805961193,62,Female,Positive,French,USA,41,9,32,"science, flu, health, trust"
2023-04-03 23:00:22.324464893,59,Male,Positive,English,Australia,70,21,20,"measles, hoax, science"
2023-04-03 23:43:34.842968594,57,Male,Positive,German,Australia,12,24,8,"science, WHO, side effects, efficacy"
2023-04-04 00:26:47.361472295,31,Male,Positive,French,UK,21,27,12,"safe, hoax"
2023-04-04 01:09:59.879975995,63,Non-binary,Negative,French,Australia,9,44,16,"trial, microchip"
2023-04-04 01:53:12.398479696,48,Non-binary,Negative,Spanish,UK,19,20,12,"booster, health, mRNA"
2023-04-04 02:36:24.916983397,27,Female,Positive,English,USA,17,11,8,"booster, mRNA"
2023-04-04 03:19:37.435487098,28,Male,Positive,English,Australia,37,12,12,"data, public health, flu, safe"
2023-04-04 04:02:49.953990798,25,Female,Positive,German,UK,11,13,18,"public health, science, measles"
2023-04-04 04:46:02.472494499,42,Non-binary,Negative,English,USA,10,22,44,"trust, Pfizer"
2023-04-04 05:29:14.990998200,56,Non-binary,Positive,English,Germany,42,65,14,"polio, trial, Moderna, measles"
2023-04-04 06:12:27.509501901,46,Non-binary,Negative,English,UK,14,19,27,"flu, science, conspiracy"
2023-04-04 06:55:40.028005601,49,Non-binary,Negative,French,India,22,39,12,"hoax, Pfizer"
2023-04-04 07:38:52.546509302,45,Female,Negative,French,India,23,18,17,"side effects, Pfizer"
2023-04-04 08:22:05.065013003,31,Male,Positive,French,UK,13,11,19,"Moderna, trial, COVID"
2023-04-04 09:05:17.583516704,61,Female,Negative,Spanish,UK,13,13,44,"efficacy, vaccine"
2023-04-04 09:48:30.102020404,23,Male,Positive,English,UK,35,13,5,"mRNA, public health"
2023-04-04 10:31:42.620524105,24,Non-binary,Positive,English,UK,28,18,13,"flu, immunity"
2023-04-04 11:14:55.139027806,22,Male,Negative,English,India,19,24,22,"Moderna, conspiracy, immunity"
2023-04-04 11:58:07.657531507,35,Non-binary,Negative,French,Australia,18,14,24,"health, trust, efficacy"
2023-04-04 12:41:20.176035207,27,Female,Positive,English,USA,23,29,11,"community, polio"
2023-04-04 13:24:32.694538908,64,Male,Positive,Spanish,Canada,24,33,19,"Pfizer, community, hoax"
2023-04-04 14:07:45.213042609,19,Female,Positive,English,Germany,37,17,20,"hospital, trial"
2023-04-04 14:50:57.731546310,20,Non-binary,Positive,English,UK,19,31,41,"vaccine, microchip, polio, trust"
2023-04-04 15:34:10.250050010,44,Female,Positive,German,Australia,25,7,22,"microchip, trial, measles, efficacy"
2023-04-04 16:17:22.768553711,45,Non-binary,Positive,English,Australia,28,6,18,"hoax, safe, data, Pfizer"
2023-04-04 17:00:35.287057412,31,Non-binary,Positive,French,USA,29,30,14,"Moderna, WHO, flu"
2023-04-04 17:43:47.805561112,25,Non-binary,Negative,English,USA,41,16,27,"safe, Pfizer"
2023-04-04 18:27:00.324064813,34,Female,Negative,English,Australia,19,60,17,"data, conspiracy"
2023-04-04 19:10:12.842568514,62,Female,Negative,English,UK,15,19,15,"Moderna, community, vaccine, health"
2023-04-04 19:53:25.361072215,23,Male,Positive,English,UK,16,12,12,"measles, mRNA, Moderna, data"
2023-04-04 20:36:37.879575915,16,Male,Negative,French,Australia,27,46,17,"trial, science"
2023-04-04 21:19:50.398079616,51,Female,Negative,English,Australia,19,27,28,"vaccine, Pfizer"
2023-04-04 22:03:02.916583317,15,Female,Negative,English,USA,63,43,15,"safe, trust"
2023-04-04 22:46:15.435087018,18,Female,Negative,English,USA,20,14,20,"COVID, hoax, data, immunity"
2023-04-04 23:29:27.953590718,50,Female,Negative,Spanish,USA,12,24,15,"science, mRNA, Pfizer, conspiracy"
2023-04-05 00:12:40.472094419,68,Non-binary,Positive,French,UK,23,12,21,"COVID, mRNA, hospital, data"
2023-04-05 00:55:52.990598120,39,Non-binary,Positive,English,USA,43,8,20,"science, Moderna, mRNA"
2023-04-05 01:39:05.509101821,17,Non-binary,Negative,English,UK,13,29,13,"safe, community"
2023-04-05 02:22:18.027605521,23,Female,Negative,French,USA,13,15,30,"flu, safe, conspiracy, COVID"
2023-04-05 03:05:30.546109222,36,Non-binary,Negative,Spanish,UK,18,12,9,"Pfizer, microchip"
2023-04-05 03:48:43.064612923,37,Non-binary,Positive,English,USA,14,10,35,"WHO, mRNA"
2023-04-05 04:31:55.583116624,26,Male,Positive,Spanish,UK,10,22,23,"Moderna, public health, conspiracy, community"
2023-04-05 05:15:08.101620324,24,Male,Positive,Spanish,UK,9,20,26,"flu, vaccine, conspiracy"
2023-04-05 05:58:20.620124025,48,Non-binary,Negative,Spanish,USA,22,15,8,"public health, community, efficacy, measles"
2023-04-05 06:41:33.138627726,57,Non-binary,Negative,Spanish,Germany,28,14,19,"hoax, vaccine"
2023-04-05 07:24:45.657131427,24,Non-binary,Positive,Chinese,USA,14,29,43,"side effects, microchip"
2023-04-05 08:07:58.175635127,44,Female,Positive,English,Canada,19,5,18,"Moderna, mRNA"
2023-04-05 08:51:10.694138828,36,Male,Positive,Chinese,Germany,22,27,21,"conspiracy, community, WHO"
2023-04-05 09:34:23.212642529,20,Male,Negative,English,UK,11,25,11,"mRNA, safe, vaccine"
2023-04-05 10:17:35.731146230,64,Male,Negative,Spanish,India,30,10,9,"science, WHO, vaccine"
2023-04-05 11:00:48.249649930,16,Non-binary,Negative,English,USA,22,7,22,"WHO, health, safe"
2023-04-05 11:44:00.768153631,44,Female,Positive,English,UK,26,26,14,"side effects, health, science"
2023-04-05 12:27:13.286657332,16,Male,Negative,French,UK,28,11,15,"science, COVID, polio"
2023-04-05 13:10:25.805161032,46,Male,Positive,Spanish,USA,67,44,20,"polio, safe, conspiracy, public health"
2023-04-05 13:53:38.323664733,56,Female,Negative,English,UK,12,57,28,"immunity, vaccine"
2023-04-05 14:36:50.842168434,30,Non-binary,Positive,English,USA,12,24,26,"data, science, flu, Pfizer"
2023-04-05 15:20:03.360672135,26,Non-binary,Positive,English,Canada,46,19,21,"trust, booster, data"
2023-04-05 16:03:15.879175835,15,Male,Negative,Chinese,Germany,27,18,31,"flu, conspiracy, microchip, hoax"
2023-04-05 16:46:28.397679536,67,Male,Negative,German,USA,20,8,33,"efficacy, science"
2023-04-05 17:29:40.916183237,22,Female,Positive,English,USA,15,17,18,"mRNA, safe"
2023-04-05 18:12:53.434686938,62,Male,Negative,German,UK,17,15,46,"conspiracy, community"
2023-04-05 18:56:05.953190638,64,Female,Positive,German,UK,18,14,11,"trust, safe, efficacy, Pfizer"
2023-04-05 19:39:18.471694339,27,Male,Positive,English,Australia,9,24,9,"immunity, science, mRNA, hospital"
2023-04-05 20:22:30.990198040,29,Male,Positive,Spanish,UK,32,21,40,"conspiracy, trial"
2023-04-05 21:05:43.508701741,67,Male,Positive,English,USA,7,29,14,"Moderna, measles, hoax, COVID"
2023-04-05 21:48:56.027205441,58,Non-binary,Positive,Spanish,Australia,13,16,5,"flu, trial, safe"
2023-04-05 22:32:08.545709142,22,Female,Positive,English,India,16,27,17,"polio, Moderna, science"
2023-04-05 23:15:21.064212843,24,Female,Positive,English,UK,58,20,37,"side effects, COVID, safe, polio"
2023-04-05 23:58:33.582716544,60,Non-binary,Negative,English,UK,19,27,17,"data, microchip, measles, conspiracy"
2023-04-06 00:41:46.101220244,19,Non-binary,Positive,English,USA,23,19,8,"Moderna, trust"
2023-04-06 01:24:58.619723945,64,Non-binary,Negative,French,USA,12,48,17,"trust, COVID"
2023-04-06 02:08:11.138227646,33,Female,Positive,English,USA,31,5,18,"trust, COVID, booster"
2023-04-06 02:51:23.656731347,61,Male,Negative,English,UK,87,27,16,"efficacy, flu"
2023-04-06 03:34:36.175235047,52,Non-binary,Positive,German,Germany,25,30,14,"WHO, efficacy"
2023-04-06 04:17:48.693738748,25,Non-binary,Positive,English,UK,16,10,14,"booster, side effects, immunity"
2023-04-06 05:01:01.212242449,67,Non-binary,Positive,English,USA,7,50,28,"data, hospital, health"
2023-04-06 05:44:13.730746150,57,Male,Positive,Chinese,USA,28,20,15,"science, microchip, health"
2023-04-06 06:27:26.249249850,34,Male,Positive,German,USA,12,18,21,"measles, hospital"
2023-04-06 07:10:38.767753551,34,Non-binary,Negative,English,Canada,13,24,21,"measles, science, hoax, microchip"
2023-04-06 07:53:51.286257252,35,Male,Negative,English,UK,32,31,14,"microchip, trust, booster"
2023-04-06 08:37:03.804760952,32,Non-binary,Negative,Chinese,USA,15,21,13,"polio, trial"
2023-04-06 09:20:16.323264653,64,Male,Negative,English,UK,19,21,20,"polio, community, trial, science"
2023-04-06 10:03:28.841768354,24,Female,Positive,English,USA,29,30,8,"vaccine, immunity"
2023-04-06 10:46:41.360272055,48,Female,Positive,English,USA,14,32,54,"side effects, science, polio, flu"
2023-04-06 11:29:53.878775755,40,Male,Positive,English,USA,10,23,15,"COVID, mRNA, vaccine, polio"
2023-04-06 12:13:06.397279456,44,Female,Positive,Spanish,USA,25,9,16,"trust, immunity, microchip"
2023-04-06 12:56:18.915783157,23,Female,Positive,French,USA,29,12,29,"immunity, polio, Moderna"
2023-04-06 13:39:31.434286858,60,Female,Positive,Chinese,USA,15,34,18,"polio, efficacy, science"
2023-04-06 14:22:43.952790558,65,Non-binary,Positive,French,Australia,14,17,16,"flu, public health, COVID, WHO"
2023-04-06 15:05:56.471294259,45,Male,Positive,English,Australia,11,14,10,"vaccine, booster, COVID, hoax"
2023-04-06 15:49:08.989797960,56,Male,Negative,English,Canada,28,25,21,"public health, COVID, hoax"
2023-04-06 16:32:21.508301661,69,Male,Negative,Chinese,India,52,23,15,"measles, science, public health"
2023-04-06 17:15:34.026805361,18,Female,Positive,English,USA,32,18,56,"health, trust"
2023-04-06 17:58:46.545309062,20,Non-binary,Negative,English,India,19,29,18,"science, community, data, hoax"
2023-04-06 18:41:59.063812763,28,Male,Negative,German,USA,28,10,6,"safe, booster, hoax, hospital"
2023-04-06 19:25:11.582316464,18,Female,Positive,English,UK,13,8,32,"immunity, flu, science"
2023-04-06 20:08:24.100820164,40,Non-binary,Positive,English,UK,24,42,12,"data, flu, trial"
2023-04-06 20:51:36.619323865,61,Non-binary,Positive,German,USA,11,11,21,"data, trust"
2023-04-06 21:34:49.137827566,62,Male,Negative,Chinese,Germany,18,9,40,"immunity, safe, science, data"
2023-04-06 22:18:01.656331267,53,Male,Negative,English,USA,34,17,17,"microchip, data"
2023-04-06 23:01:14.174834967,31,Female,Positive,German,USA,30,19,18,"microchip, polio, safe, conspiracy"
2023-04-06 23:44:26.693338668,33,Male,Positive,English,USA,26,15,32,"efficacy, microchip, hospital, conspiracy"
2023-04-07 00:27:39.211842369,65,Female,Positive,English,USA,24,17,40,"booster, trust, WHO, community"
2023-04-07 01:10:51.730346069,63,Non-binary,Positive,German,USA,13,9,18,"polio, data"
2023-04-07 01:54:04.248849770,20,Non-binary,Positive,Chinese,USA,21,28,55,"conspiracy, polio, hospital, mRNA"
2023-04-07 02:37:16.767353471,43,Non-binary,Negative,English,USA,29,9,8,"efficacy, public health, trial, trust"
2023-04-07 03:20:29.285857172,25,Non-binary,Negative,English,India,17,20,12,"flu, science"
2023-04-07 04:03:41.804360872,30,Male,Negative,English,USA,18,22,15,"flu, trial, hoax, WHO"
2023-04-07 04:46:54.322864573,44,Male,Negative,English,USA,15,27,34,"hospital, polio, safe, public health"
2023-04-07 05:30:06.841368274,39,Female,Negative,English,Canada,17,22,22,"Pfizer, side effects"
2023-04-07 06:13:19.359871975,54,Female,Positive,English,Germany,13,11,14,"hoax, microchip, vaccine"
2023-04-07 06:56:31.878375675,25,Female,Negative,English,USA,20,16,11,"side effects, Pfizer, data"
2023-04-07 07:39:44.396879376,21,Female,Positive,English,USA,17,14,9,"community, vaccine, Moderna"
2023-04-07 08:22:56.915383077,40,Female,Negative,English,Germany,9,9,26,"mRNA, flu, trust, hoax"
2023-04-07 09:06:09.433886778,36,Non-binary,Positive,French,USA,73,24,16,"hospital, booster, mRNA"
2023-04-07 09:49:21.952390478,39,Non-binary,Negative,English,UK,11,13,33,"measles, flu, side effects, hospital"
2023-04-07 10:32:34.470894179,33,Non-binary,Positive,English,USA,18,21,9,"booster, mRNA, measles"
2023-04-07 11:15:46.989397880,45,Female,Positive,German,Germany,20,19,24,"side effects, trust, mRNA"
2023-04-07 11:58:59.507901581,40,Non-binary,Positive,Spanish,Germany,15,11,19,"Moderna, polio, data"
2023-04-07 12:42:12.026405281,56,Non-binary,Positive,English,India,19,11,14,"public health, safe, hoax, Moderna"
2023-04-07 13:25:24.544908982,55,Non-binary,Negative,English,USA,13,16,15,"measles, polio"
2023-04-07 14:08:37.063412683,50,Non-binary,Negative,Spanish,UK,28,10,21,"community, trust, microchip, polio"
2023-04-07 14:51:49.581916384,37,Male,Positive,English,USA,19,32,19,"vaccine, hospital, flu, side effects"
2023-04-07 15:35:02.100420084,61,Female,Positive,French,India,28,39,12,"conspiracy, flu, public health, safe"
2023-04-07 16:18:14.618923785,27,Female,Positive,English,Germany,41,29,25,"COVID, measles"
2023-04-07 17:01:27.137427486,39,Male,Positive,English,UK,17,23,36,"safe, efficacy, trust"
2023-04-07 17:44:39.655931187,16,Non-binary,Positive,English,Canada,29,20,17,"hoax, data, health, public health"
2023-04-07 18:27:52.174434887,16,Non-binary,Negative,Spanish,USA,43,11,26,"flu, COVID, data"
2023-04-07 19:11:04.692938588,30,Non-binary,Positive,German,UK,18,30,18,"science, booster, health, conspiracy"
2023-04-07 19:54:17.211442289,23,Female,Positive,English,Canada,28,39,67,"trust, flu"
2023-04-07 20:37:29.729945989,42,Female,Positive,English,USA,15,16,20,"immunity, safe, Moderna"
2023-04-07 21:20:42.248449690,27,Female,Positive,English,USA,36,19,28,"trust, hoax, polio"
2023-04-07 22:03:54.766953391,49,Female,Positive,English,USA,15,13,36,"WHO, efficacy"
2023-04-07 22:47:07.285457092,55,Female,Negative,German,India,28,17,14,"microchip, side effects"
2023-04-07 23:30:19.803960792,27,Male,Positive,English,India,33,10,28,"COVID, hoax"
2023-04-08 00:13:32.322464493,45,Female,Positive,German,Germany,11,17,30,"flu, science, immunity, conspiracy"
2023-04-08 00:56:44.840968194,35,Non-binary,Positive,Spanish,Australia,14,24,24,"efficacy, vaccine"
2023-04-08 01:39:57.359471895,46,Female,Positive,German,UK,14,23,29,"trust, microchip"
2023-04-08 02:23:09.877975595,68,Male,Positive,French,USA,34,22,14,"science, side effects, immunity"
2023-04-08 03:06:22.396479296,48,Non-binary,Negative,English,Germany,11,5,58,"immunity, conspiracy, public health, trial"
2023-04-08 03:49:34.914982997,22,Male,Negative,English,UK,23,20,6,"public health, polio"
2023-04-08 04:32:47.433486698,55,Non-binary,Positive,English,Canada,28,27,13,"health, trust, efficacy, WHO"
2023-04-08 05:15:59.951990398,62,Female,Positive,English,Canada,21,19,10,"Pfizer, public health, vaccine"
2023-04-08 05:59:12.470494099,16,Male,Positive,English,India,37,35,47,"efficacy, mRNA, flu"
2023-04-08 06:42:24.988997800,52,Non-binary,Positive,English,USA,7,19,18,"vaccine, side effects"
2023-04-08 07:25:37.507501501,46,Female,Negative,Chinese,USA,27,24,12,"data, vaccine, science, public health"
2023-04-08 08:08:50.026005201,68,Non-binary,Negative,English,Canada,18,12,14,"health, WHO, mRNA"
2023-04-08 08:52:02.544508902,54,Male,Positive,French,India,9,26,9,"microchip, community"
2023-04-08 09:35:15.063012603,42,Male,Positive,German,Canada,11,29,27,"microchip, public health, community, efficacy"
2023-04-08 10:18:27.581516304,51,Male,Positive,German,UK,43,14,28,"immunity, trial, booster"
2023-04-08 11:01:40.100020004,55,Male,Negative,English,USA,27,9,23,"immunity, data, side effects, safe"
2023-04-08 11:44:52.618523705,15,Female,Negative,English,Australia,29,16,14,"vaccine, hoax"
2023-04-08 12:28:05.137027406,55,Non-binary,Positive,English,Australia,32,12,43,"science, side effects"
2023-04-08 13:11:17.655531107,24,Female,Positive,English,Canada,10,27,29,"hoax, vaccine, health"
2023-04-08 13:54:30.174034807,69,Male,Negative,English,USA,22,15,8,"booster, side effects"
2023-04-08 14:37:42.692538508,18,Non-binary,Positive,French,Germany,34,28,18,"conspiracy, data"
2023-04-08 15:20:55.211042209,49,Male,Positive,English,UK,16,9,11,"measles, conspiracy, booster"
2023-04-08 16:04:07.729545909,24,Female,Positive,English,Australia,39,13,41,"measles, health, efficacy"
2023-04-08 16:47:20.248049610,61,Female,Negative,Chinese,USA,14,13,16,"trust, public health, mRNA"
2023-04-08 17:30:32.766553311,25,Female,Positive,English,USA,21,23,10,"measles, COVID, hoax, booster"
2023-04-08 18:13:45.285057012,28,Non-binary,Positive,English,India,24,7,18,"vaccine, flu, WHO"
2023-04-08 18:56:57.803560712,52,Non-binary,Negative,French,USA,29,17,44,"immunity, side effects, safe"
2023-04-08 19:40:10.322064413,26,Male,Positive,English,UK,17,16,30,"Pfizer, vaccine, polio"
